0.031499,1.027331
0.034946,1.026338
0.016457,1.027342
0.029875,1.027499
0.011639,1.025828
0.032157,1.027261
0.014273,1.026282
0.025219,1.026765
0.014480,1.026875
0.014706,1.025412
0.034962,1.027186
0.024054,1.027277
0.013956,1.027124
0.010837,1.024014
0.028009,1.026791
0.015353,1.026463
0.070977,1.021094
0.047787,1.010753
0.027067,1.026563
0.073374,0.964779
0.081325,0.933609
0.099316,1.018477
0.096826,0.976921
0.053867,1.005637
0.036353,1.017969
0.096147,0.987222
0.037806,1.026050
0.081599,0.959226
0.068323,1.005453
0.015114,1.023889
0.037368,1.021814
0.041030,1.024190
0.119163,0.999204
0.130443,0.935224
0.115848,0.911913
0.179415,0.965307
0.113227,0.963786
0.145112,0.981408
0.108248,0.959569
0.160231,0.893834
0.105153,1.005289
0.113105,1.006015
0.112319,1.014285
0.095819,0.985775
0.104107,0.874219
0.133370,0.995551
0.165377,0.841446
0.105882,1.000718
0.283993,0.590509
0.204690,0.716895
0.286497,0.475386
0.281706,0.779379
0.229355,0.596608
0.209567,0.949588
0.205466,0.899476
0.223121,0.850027
0.233548,0.535541
0.256614,0.499373
0.265351,0.899251
0.216428,0.804031
0.202507,0.983431
0.274250,0.329687
0.237727,0.919899
0.246515,0.789534
0.008531,1.021388
0.012205,1.025878
0.015516,1.026396
0.015837,1.026523
0.013187,1.024176
0.012265,1.026327
0.010312,1.026121
0.013403,1.022455
0.010790,1.024217
0.015759,1.027018
0.027239,1.027552
0.016576,1.026167
0.020942,1.026237
0.015686,1.027544
0.024889,1.026695
0.018263,1.027037
0.056748,1.018626
0.051369,1.022465
0.026414,1.022929
0.085387,0.998640
0.070542,1.021927
0.013117,1.026205
0.093840,0.997676
0.013639,1.022327
0.087334,1.009059
0.015422,1.027066
0.038882,1.026116
0.037724,1.025196
0.022566,1.025810
0.094350,1.014750
0.034367,1.021929
0.069177,1.013139
0.124819,0.859290
0.157319,0.968662
0.130223,0.875834
0.097616,0.970591
0.110982,0.969389
0.186834,0.989548
0.117997,0.897290
0.148508,0.986260
0.181192,0.913113
0.185760,0.727887
0.167848,0.672314
0.115115,0.778340
0.186089,0.881832
0.146468,0.899270
0.107437,0.893724
0.127336,0.965998
0.251733,0.623130
0.224633,0.359728
0.286315,0.884021
0.262025,0.902683
0.253937,0.968015
0.243423,0.828677
0.276141,0.892687
0.294692,0.841915
0.276820,0.911828
0.290727,0.924183
0.242160,0.651428
0.238832,0.614522
0.222665,0.861723
0.192362,0.990910
0.209019,0.743739
0.220780,0.592282
0.015674,1.026974
0.024006,1.026933
0.028156,1.026777
0.012725,1.024843
0.015307,1.027646
0.021673,1.023978
0.013874,1.026494
0.014824,1.026926
0.015246,1.027193
0.013968,1.026806
0.019103,1.026354
0.014675,1.026268
0.010007,1.026805
0.009950,1.025893
0.011049,1.026927
0.010390,1.026189
0.084332,1.007819
0.072602,0.979927
0.065378,1.021548
0.073833,1.013485
0.025648,1.023067
0.066212,1.014770
0.051158,1.022945
0.050172,1.022280
0.080216,1.014785
0.014543,1.026763
0.094348,0.922646
0.042882,1.013364
0.012184,1.026679
0.070726,1.015649
0.064114,1.009578
0.065265,1.007658
0.162856,0.969214
0.128313,0.978358
0.109893,0.985154
0.154357,0.866497
0.152260,0.925656
0.144535,0.963444
0.130687,0.854428
0.171612,0.781554
0.116416,0.846379
0.175947,0.915076
0.156238,0.988875
0.115666,0.986969
0.195452,0.957271
0.139278,0.942542
0.160804,0.888002
0.134102,0.871226
0.269882,0.513995
0.264356,0.892869
0.283516,0.931301
0.213638,0.649090
0.251126,0.944663
0.265625,0.868235
0.210174,0.593170
0.242565,0.792688
0.206706,0.935024
0.225422,0.711857
0.195870,0.969543
0.194906,0.715702
0.167731,0.899198
0.217256,0.806771
0.208627,0.771406
0.244022,0.904483
0.026285,1.026925
0.014104,1.027362
0.014070,1.025829
0.043077,1.027542
0.010747,1.027484
0.027483,1.026914
0.017415,1.026563
0.009392,1.021524
0.016013,1.027461
0.010491,1.025406
0.014639,1.026915
0.012700,1.025762
0.011870,1.026688
0.019013,1.026863
0.014117,1.026269
0.026217,1.027267
0.030218,1.026028
0.028765,1.017871
0.057445,1.018666
0.079935,1.020605
0.013943,1.026983
0.031596,1.026561
0.023301,1.024465
0.036956,1.018227
0.016010,1.027346
0.069030,0.972770
0.037979,1.014915
0.074234,1.020643
0.013046,1.026782
0.040714,1.021246
0.096307,0.881358
0.029026,1.026904
0.142491,0.989348
0.121169,0.905007
0.185432,0.702246
0.135512,0.996928
0.137345,0.987214
0.171117,0.928902
0.150221,0.931355
0.170059,0.626370
0.186799,0.670301
0.192216,0.623684
0.162112,0.815565
0.164832,0.963996
0.170576,0.595053
0.174028,0.959610
0.178469,0.909490
0.080392,0.952040
0.229489,0.791643
0.209928,0.969233
0.225956,0.817894
0.189073,0.886032
0.207793,0.815549
0.257414,0.957413
0.210910,0.850624
0.189926,0.953450
0.267628,0.520474
0.222240,0.902400
0.258727,0.669674
0.284923,0.876345
0.229307,0.799016
0.237939,0.910638
0.287199,0.694379
0.200786,0.857240
0.015457,1.027091
0.010325,1.025735
0.026398,1.026967
0.022831,1.026599
0.017067,1.027383
0.009756,1.026843
0.032610,1.027487
0.011422,1.025774
0.014023,1.026680
0.023633,1.024586
0.014187,1.026634
0.014415,1.027626
0.010166,1.026799
0.008269,1.025772
0.014987,1.026924
0.027032,1.027490
0.074266,0.983555
0.069692,0.989327
0.028932,1.026554
0.076086,0.989341
0.031889,1.025287
0.077322,1.009641
0.046699,1.023548
0.018208,1.024551
0.088973,0.952022
0.024881,1.024356
0.015275,1.026528
0.085844,1.018960
0.049668,1.020904
0.071905,1.000522
0.089552,1.008112
0.068734,1.017932
0.120182,0.953745
0.151785,0.979820
0.172545,0.818191
0.112361,1.003200
0.125739,0.847824
0.197718,0.953521
0.102227,1.005432
0.167242,0.762841
0.133878,0.990313
0.184216,0.861870
0.112988,0.963503
0.150703,0.914812
0.138908,0.983785
0.099180,1.010091
0.148263,0.983937
0.151457,0.987233
0.225795,0.534349
0.235223,0.697934
0.235909,0.922469
0.221005,0.484463
0.267051,0.625049
0.258415,0.680126
0.234714,0.919572
0.281242,0.625400
0.261283,0.581559
0.196434,0.881817
0.241931,0.673210
0.276771,0.566535
0.273962,0.892777
0.291436,0.307164
0.258996,0.511291
0.215901,0.934465
0.026085,1.025973
0.017048,1.026798
0.030399,1.026507
0.011064,1.026474
0.010170,1.023057
0.015983,1.027213
0.019365,1.026270
0.011077,1.026041
0.014934,1.026491
0.033397,1.027565
0.011397,1.024992
0.011807,1.026992
0.033346,1.027516
0.011275,1.026866
0.009373,1.023450
0.010191,1.022582
0.090168,0.996810
0.041749,1.022622
0.061056,1.022900
0.036950,1.025159
0.088837,1.011759
0.055267,1.023629
0.097903,0.986489
0.089544,0.947504
0.016315,1.025726
0.082364,0.996152
0.078493,0.923816
0.019070,1.021630
0.055646,0.992289
0.042300,1.010050
0.031895,1.016290
0.095781,0.957804
0.106343,0.985916
0.123982,0.997008
0.183830,0.527299
0.117317,1.002988
0.131369,0.801484
0.169547,0.643489
0.133415,0.991374
0.182282,0.700234
0.108996,0.981906
0.173787,0.930771
0.103335,1.003218
0.145446,1.002789
0.182586,0.901499
0.135734,0.994456
0.159564,0.963683
0.111952,0.929791
0.266074,0.893441
0.253477,0.540030
0.197572,0.954527
0.231662,0.922926
0.203085,0.873774
0.261495,0.935673
0.205067,0.960086
0.267816,0.786240
0.269439,0.883221
0.206042,0.948436
0.204371,0.713243
0.273155,0.949294
0.217960,0.626574
0.190470,0.962550
0.273819,0.936840
0.201871,0.859843
0.023507,1.027090
0.010497,1.023445
0.008773,1.026064
0.016435,1.026589
0.015171,1.027525
0.016723,1.027407
0.013656,1.023980
0.017604,1.027081
0.013514,1.025957
0.014436,1.025867
0.011454,1.026938
0.011567,1.026205
0.010509,1.025942
0.014884,1.026980
0.014413,1.025327
0.030655,1.026707
0.023636,1.026979
0.062246,0.993809
0.083010,1.003070
0.086418,1.001358
0.078461,1.019919
0.022315,1.027130
0.064470,1.008297
0.083078,0.973703
0.046276,1.017397
0.070011,1.002394
0.048497,1.024384
0.031643,1.024489
0.078574,1.019202
0.065876,1.023120
0.026089,1.019720
0.085684,1.009092
0.094008,0.926848
0.106182,1.008030
0.133410,0.961007
0.182344,0.747826
0.177614,0.786500
0.181591,0.504949
0.103465,1.001293
0.158159,0.977898
0.123269,0.990972
0.103969,1.007781
0.147981,0.939896
0.152862,1.002466
0.106413,0.993324
0.116367,0.988981
0.101368,0.947128
0.151388,0.859634
0.279602,0.856399
0.253143,0.794352
0.204001,0.942673
0.271973,0.711396
0.277346,0.908938
0.276244,0.527113
0.265275,0.521420
0.195912,0.716444
0.197165,0.943194
0.268617,0.136668
0.199907,0.964265
0.197390,0.478490
0.261217,0.731121
0.265911,0.898536
0.206461,0.615535
0.253041,0.638524
0.015609,1.027157
0.012575,1.024715
0.022215,1.025379
0.015108,1.026830
0.039025,1.027601
0.009456,1.025732
0.010621,1.025809
0.028175,1.026793
0.024427,1.025284
0.021920,1.026731
0.015021,1.026522
0.014275,1.027108
0.008330,1.021360
0.012059,1.026019
0.020885,1.026726
0.010964,1.026610
0.074941,1.020460
0.052715,1.019421
0.030583,1.023462
0.046890,1.021875
0.064669,0.990637
0.095433,0.983495
0.094321,0.983478
0.090860,1.018655
0.031742,1.021527
0.029527,1.025457
0.064942,0.940844
0.092430,0.990574
0.065894,1.014866
0.011941,1.025746
0.083578,1.004000
0.098075,0.990679
0.093189,0.985752
0.103650,1.002650
0.181794,0.886619
0.110211,1.004462
0.170502,0.969389
0.191503,0.704549
0.157220,0.983790
0.140725,0.976591
0.101781,1.002231
0.097113,0.978659
0.169863,0.653773
0.118662,0.995858
0.177154,0.921851
0.100150,1.003788
0.164178,0.880930
0.135769,0.993200
0.222126,0.682814
0.285014,0.873896
0.252044,0.769359
0.243574,0.957253
0.224091,0.843267
0.215802,0.611070
0.268068,0.644835
0.252113,0.679217
0.263804,0.630148
0.229640,0.741052
0.225728,0.978355
0.241847,0.899431
0.250855,0.964154
0.250152,0.965299
0.206715,0.976885
0.210293,0.856391
